,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,percentage
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,10,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,11,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,12,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,13,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,14,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,15,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,16,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,17,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,18,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,19,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,20,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,21,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,22,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,23,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,24,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,25,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,26,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,27,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,28,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,29,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,30,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,31,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,32,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,33,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,34,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,35,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,36,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,37,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,38,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,39,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,40,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,41,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,42,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,43,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,44,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,45,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,0.12196088057965937,0.12196088057965937,0.11856241097211839,0.11866078695843316,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11854030256194281,0.11913122557647936,0.12053881851494407,0.11851990379979797,0.11840531191143329,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.12196088057965937,0.11805756799114997,0.1192282440910842,0.11875204985978888,0.11802320534596861,0.1180172039243097,46,0
